index	sentence	label
4452	"Atopic patients aged 20-79 years with @Chemical$-exacerbated @Disease$ diagnosed by systemic aspirin challenge were randomized (1:1) to 3-month treatment with omalizumab or placebo, followed by >18-week washout period (cross-over design)."	0
4453	A 64 year old woman with previous history of coronary stenting five days before was admitted in our institution for @Disease$ while receiving aspirin and @Chemical$.	1
4454	Uncoupled regulation of @Chemical$ C4 synthase in platelets from aspirin-intolerant @Disease$tics and healthy volunteers after aspirin treatment.	0
4455	@Chemical$-intolerant asthma (@Disease$) is a distinct clinical syndrome that refers to the development of bronchoconstriction in asthmatic individuals following the ingestion of aspirin and other nonsteroidal anti-inflammatory drugs (NSAIDs).	0
4456	CONCLUSIONS: Low-dose @Chemical$ alone did not significantly increase @Disease$ incidence.	0
4457	"A child in whom a @Chemical$ hypersensitivity drug reaction developed which consisted of @Disease$, a pruritic desquamating erythrodermic rash, alopecia, icterus, protein-losing enteropathy, myositis, and nephritis, is described."	1
4458	@Disease$ as a manifestation of @Chemical$-associated disseminated cryptococcosis.	1
4459	We describe a case of intraoperative gelatine-induced @Disease$ whose diagnosis was delayed as the use of @Chemical$ during surgical procedures was omitted for two times in patient's medical records.	1
4460	We report on a patient who developed @Disease$ after taking @Chemical$.	1
4461	"We conclude that while @Disease$ and schistocytosis can be seen in @Chemical$-associated TTP / HUS, the pathophysiology seems to be distinct from that seen in most cases of idiopathic TTP ( i.e., severely decreased ADAMTS13 with an inhibitor )."	1
4462	METHODS: We retrospectively analysed the medical records of 66 patients admitted to our institution from June 2003 to July 2008 who suffered a primary @Disease$ while receiving antiplatelet (@Chemical$ and/or clopidogrel) therapy.	0
4463	"The results of the CHARISMA trial support this recommendation; despite previous data demonstrating a favourable benefit-risk profile of aspirin plus @Chemical$ in patients with acute coronary syndrome, this combination should not be used in patients at high risk for atherothrombosis and those with previous stroke or @Disease$."	0
4464	"Recent evidence showed that among patients with a history of ASA-associated ulcer @Disease$, the long-term incidence of recurrent bleeding with @Chemical$ use is low after eradication of H. pylori alone."	0
4465	"CONCLUSIONS : Prolonged exposure to @Chemical$, administered either continuously or intermittently, may precipitate @Disease$."	1
4466	"She was admitted following a fall and, after being given @Chemical$, developed @Disease$ and a period of unresponsiveness."	1
4467	A case is presented which illustrates a probably @Disease$ between @Chemical$ and a coagulation disorder.	1
4468	Successful treatment of hyperthyroidism with amiodarone in a patient with @Chemical$-induced @Disease$.	1
4469	@Chemical$ @Disease$ revisited.	1
4470	"After having received @Chemical$ on day 1 of the second course, the patient developed dry cough, subfebrile temperatures and @Disease$ within 48 h."	1
4471	BACKGROUND: The objective of the study was to determine the frequency of cerebral microbleeds (@Chemical$) by using phasesensitive imaging in patients with previous transient @Disease$ attack (TIA) or stroke who were receiving aspirin treatment.	0
4472	"We report a case of @Disease$ occurring as an allergic response to trimethoprim-@Chemical$ therapy ( Bactrim, Septra ) in a Jehovah's Witness patient."	1
4473	A study following large patient groups on theophylline and a combination of @Chemical$ and steroids might clarify the risk of @Disease$ formation in patients being treated with these medications for asthma.	1
4474	"METHODS: Between 2009 and 2012, using a retrospective computer analysis, information was collected on all patients within a county-wide health care system presenting with @Disease$ and a prior history of @Chemical$ reactions."	0
4475	"METHODS: Ninety-four aspirin-induced urticaria patients presenting urticaria/angioedema-induced by both ASA and NSAID (50 had underlying chronic @Disease$) and showing positive responses on oral aspirin challenge test, 76 @Chemical$-intolerant asthmatics with positive responses on lysine-aspirin bronchoprovocation test, and 185 normal healthy controls were enrolled."	0
4476	@Disease$ in a @Chemical$-treated patient with primary plasma-cell leukemia.	1
4477	"There have been numerous case reports of @Disease$ with @Chemical$ in the literature, but none reported hyperglycemia within days of initiation of the medication."	1
4478	PURPOSE : To report a case of @Disease$ following @Chemical$.	1
4479	"After other potential causes of @Disease$ were excluded, @Chemical$ was determined to be the cause of his acute liver toxicity."	1
4480	"Age, male gender, Helicobacter pylori (H. pylori)infection, diabetes, chronic kidney disease (@Disease$), cirrhosis, history of uncomplicated peptic ulcer disease (PUD), and use of NSAIDs, COX-2 inhibitors, @Chemical$, and thienopyridines were independent risk factors for UGIB among aspirin users."	0
4481	@Disease$ of @Chemical$ are well known by the gynaecologist and some of them are present in > 50 % of patients being treated for endometriosis.	1
4482	"@Disease$, hepatitis and anti-native DNA antibodies after treatment with @Chemical$ and rifampicin."	1
4483	"Provocation tests therefore, remain to be the only relevant method used for the diagnosis of both AIAR (aspirin-intolerant @Disease$) and @Chemical$ intolerance of organs other than respiratory tract."	0
4484	Prior neurologic illness and the syndrome of irreversible @Chemical$-effectuated @Disease$ ( SILENT ).	1
4485	We report a case of @Disease$ induced by @Chemical$ therapy for metastatic breast cancer.	1
4486	"Associations of several HLA alleles with subtypes of AI, such as @Chemical$-induced urticaria and aspirin-induced @Disease$, and single nucleotide polymorphisms in genes encoding enzymes involved in arachidonic acid metabolism have been shown."	0
4487	"In addition, @Chemical$ rarely causes @Disease$ during the early period or when given at lower doses."	1
4488	"@Chemical$, a drug used for the treatment of acne, has been shown to have @Disease$."	1
4489	"RESULTS: The in-hospital mortality rate was 72% for @Disease$ patients treated with @Chemical$, 41.6% for ICH patients treated with aspirin, and 35% for ICH patients treated with no drugs."	0
4490	@Chemical$ is well tolerated and effective in treating mild to moderate pain but there is growing concern about a possible risk of @Disease$ and a possible link with asthma in children.	0
4491	"In the present paper the authors describe 2 female patients who developed @Disease$ secondary to the selective serotonin reuptake inhibitors paroxetine and sertraline, as well as a third who developed this side effect on @Chemical$."	1
4492	@Disease$ is a severe complication associated with @Chemical$ ( BCNU ) therapy.	1
4493	"RESULTS: @Chemical$ and aspirin was prescribed in 15/109 @Disease$ women without antiphospholipid antibodies (aPL), 5/14 with aPL, 11/13 with APS, 45/48 with primary APS."	0
4494	"We investigated the risks of ischemic stroke and intracranial hemorrhage (ICH) in relation to warfarin at various TTRs in a real-world cohort of Chinese patients with @Disease$ receiving warfarin and compared with those on @Chemical$, aspirin, and no therapy."	0
4495	"CASE REPORT : Soon after initiation of @Chemical$ ( 200 mg / day ), a 76-year-old man came to us with symptoms of visual """" shining, """" glare, color vision anomalies, and gradually @Disease$."	1
4496	"In this case, unlike those previously reported, @Disease$ recurred 5 months after switching from @Chemical$ to mirtazapine, which is believed to be a safe antidepressant."	1
4497	"Methotrexate ( MTX ) is a commonly used second line agent for RA, and there have been several recent reports of @Disease$ in @Chemical$-treated RA patients."	1
4498	"AIM: To conduct a randomised, double-blind, triple-dummy, active-controlled, multicentre trial, named the PLANETARIUM study, to assess the efficacy, dose-response relationship and safety of rabeprazole for peptic @Disease$ recurrence in Japanese patients on long-term @Chemical$ therapy."	0
4499	"METHODS: Subjects 18 years or older with osteoarthritis, without gastroduodenal ulcer or erosive @Disease$ at baseline endoscopy, and a cardiovascular indication for prophylaxis low-dose (81 or 325 mg) @Chemical$ were prescribed open-label aspirin and blindly randomized to celecoxib 200 mg/day or naproxen 500 mg twice daily plus lansoprazole 30 mg once daily."	0
4500	We describe a case of @Disease$ that was difficult to distinguish from malignancy in a patient with a history of ingesting @Chemical$ and prasugrel after implantation of a drug-eluting stent.	0
4501	@Disease$ was observed in a patient given @Chemical$.	1
4502	@Chemical$-induced @Disease$ in a patient with systemic lupus erythematosus.	1
4503	BACKGROUND : @Chemical$ is a cytostatic agent used to treat myeloproliferative disorders and long-term treatment is associated with @Disease$ and nail hyperpigmentation.	1
4504	"BACKGROUND: The aim of this study was to detect cysteinyl leukotriene (Cys-LT) receptors in @Chemical$-sensitive @Disease$ patients, and compare them with nasal polyposis and chronic rhinosinusitis patients without aspirin sensitivity."	0
4505	@Disease$ after a single dose of @Chemical$ in a patient with spinal cord astrocytoma.	1
4506	A 65-year-old woman with bipolar disorder and complicated cardiovascular disease who was on maintenance @Chemical$ therapy developed a @Disease$ following high doses of trazodone for treatment of an acute depression.	1
4507	"Aspirin-exacerbated diseases are important examples of drug hypersensitivities and include aspirin-exacerbated @Disease$ (AERD), @Chemical$- or non-steroidal anti-inflammatory drug (NSAID)-induced urticaria/angioedema, and aspirin- or NSAID-induced anaphylaxis."	0
4508	@Disease$ is a severe complication associated with bis-chloronitrosourea ( @Chemical$ ) therapy.	1
4509	OBJECTIVE : To report a case of neuroleptic malignant syndrome ( @Disease$ ) associated with @Chemical$ in a schizophrenic patient and review the literature related to this condition.	1
4510	"Three patients, in whom tumour overkill by cytotoxic treatment, including high dose methotrexate with @Chemical$ rescue, resulted in the' phosphate shower syndrome' ( hyper-uricaemia, hyperkalaemia and hyperphosphataemia with hypocalcaemia and tetany, with @Disease$ and acute renal impairment ) are described."	1
4511	A literature review revealed 83 other reported cases of @Chemical$-induced @Disease$.	1
4512	We describe children and adolescents with chronic hematologic and oncologic diseases who exhibited @Disease$ or anticholinergic symptoms with the use of @Chemical$.	1
